name,type,id,url,locale,date,date_status,segment,genre,subgenre,class_type,subtype,price_type,currency,min_price,max_price,venue_name,venue_type,venue_timezone,city,country,country_code,min_price_eur,max_price_eur
Lady Antebellum: Ocean Tour 2020,event,vv1A8vbu9GA1wxeC,https://concerts.livenation.com/lady-antebellum-ocean-tour-2020-gilford-new-hampshire-09-20-2020/event/010058357ACA208E,en-us,2020-09-20,rescheduled,Music,Country,Country,Undefined,Undefined,standard,USD,38.0,200.0,Bank of New Hampshire Pavilion,venue,America/New_York,Gilford,United States Of America,US,35.234121464997685,185.4427445526194
Eagles,event,vv1AkZAq8GkezVfHD,https://www.ticketmaster.com/eagles-saint-paul-minnesota-10-16-2020/event/06005750B8D14F3B,en-us,2020-10-16,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,126.0,767.0,Xcel Energy Center,venue,America/Chicago,Saint Paul,United States Of America,US,116.8289290681502,711.1729253592953
Eagles,event,vv1AkZAq8GkezgfTh,https://www.ticketmaster.com/eagles-saint-paul-minnesota-10-17-2020/event/06005750B8D54FDB,en-us,2020-10-17,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,126.0,767.0,Xcel Energy Center,venue,America/Chicago,Saint Paul,United States Of America,US,116.8289290681502,711.1729253592953
Eagles,event,G5vYZ4VqSWoX_,https://www.ticketmaster.com/eagles-san-francisco-california-10-02-2020/event/1C00574773F51F99,en-us,2020-10-02,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,129.0,750.0,Chase Center,venue,America/Los_Angeles,San Francisco,United States Of America,US,119.6105702364395,695.4102920723227
Eagles,event,1kk8v94-GA5YE-w,https://www.ticketmaster.com/eagles-phoenix-arizona-10-24-2020/event/190057561BC27872,en-us,2020-10-24,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,94.25,745.25,Talking Stick Resort Arena,venue,America/Phoenix,Phoenix,United States Of America,US,87.38989337042189,691.006026889198
Eagles,event,vvG1YZ4VLloAHj,https://www.ticketmaster.com/eagles-dallas-texas-10-21-2020/event/0C005747EB445F1C,en-us,2020-10-21,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,129.0,750.0,American Airlines Center,venue,America/Chicago,Dallas,United States Of America,US,119.6105702364395,695.4102920723227
Eagles,event,G5vzZ4g6yzQHe,https://www.ticketmaster.com/eagles-denver-colorado-09-19-2020/event/1E005751F9E1AF02,en-us,2020-09-19,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,129.0,750.0,Pepsi Center,venue,America/Denver,Denver,United States Of America,US,119.6105702364395,695.4102920723227
Eagles,event,vv1AaZAqAGkdPXfSW,https://www.ticketmaster.com/eagles-inglewood-california-09-26-2020/event/09005745E5F94CFD,en-us,2020-09-26,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,99.0,750.0,The Forum,venue,America/Los_Angeles,Inglewood,United States Of America,US,91.7941585535466,695.4102920723227
Eagles,event,vv1AaZAqAGkdPWfSB,https://www.ticketmaster.com/eagles-inglewood-california-09-25-2020/event/09005745E5F54CFA,en-us,2020-09-25,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,99.0,750.0,The Forum,venue,America/Los_Angeles,Inglewood,United States Of America,US,91.7941585535466,695.4102920723227
Eagles,event,G5vzZ4g6yyBHk,https://www.ticketmaster.com/eagles-denver-colorado-09-18-2020/event/1E005751F9E7AF06,en-us,2020-09-18,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,129.0,750.0,Pepsi Center,venue,America/Denver,Denver,United States Of America,US,119.6105702364395,695.4102920723227
Eagles,event,G5vYZ4VqWuxjo,https://www.ticketmaster.com/eagles-san-francisco-california-10-03-2020/event/1C0057477D362711,en-us,2020-10-03,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,129.0,750.0,Chase Center,venue,America/Los_Angeles,San Francisco,United States Of America,US,119.6105702364395,695.4102920723227
Eagles,event,vv170Z4VGkwgxwp1,https://www.ticketmaster.com/eagles-inglewood-california-09-29-2020/event/0900574CB58B258A,en-us,2020-09-29,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,99.0,750.0,The Forum,venue,America/Los_Angeles,Inglewood,United States Of America,US,91.7941585535466,695.4102920723227
Eagles,event,1A_ZAqPGkd46wmF,https://www.ticketmaster.com/eagles-phoenix-arizona-10-25-2020/event/19005765D51F2B88,en-us,2020-10-25,rescheduled,Music,Rock,Pop,Undefined,Undefined,standard,USD,94.25,745.25,Talking Stick Resort Arena,venue,America/Phoenix,Phoenix,United States Of America,US,87.38989337042189,691.006026889198
Hamilton (Touring),event,G5dIZpkR6yVsp,https://www.ticketmaster.com/hamilton-touring-houston-texas-06-30-2020/event/3A00586BC7E74C56,en-us,2020-06-30,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,74.0,394.0,Hobby Center,venue,America/Chicago,Houston,United States Of America,US,68.61381548446917,365.3222067686602
Hamilton,event,Z7r9jZ1AeOZu3,http://www.ticketsnow.com/InventoryBrowse/TicketList.aspx?PID=2800352,en-us,2020-08-18,rescheduled,Arts & Theatre,Theatre,Musical,,,,,,,Fox Theatre - Atlanta,venue,America/New_York,Atlanta,United States Of America,US,,
Hamilton (Touring),event,vvG1iZ4wUwD3NC,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-04-2020/event/0B00572DB2ED28CE,en-us,2020-04-04,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSk30w,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-11-2020/event/0B00572DB3192932,en-us,2020-04-11,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUwX3NY,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-05-2020/event/0B00572DB2F928F0,en-us,2020-04-05,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUS_xJH,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-25-2020/event/0B00572DB36629BC,en-us,2020-04-25,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUwBeN6,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-04-2020/event/0B00572DB2E828C7,en-us,2020-04-04,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSK3Ps,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-21-2020/event/0B00572DB34D2971,en-us,2020-04-21,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
Hamilton (Touring),event,vvG1iZ4wUSj3Ek,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-26-2020/event/0B00572DB37129C6,en-us,2020-04-26,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUS3ePR,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-19-2020/event/0B00572DB348296F,en-us,2020-04-19,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUwzwxX,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-03-2020/event/0B00572DB2E328BE,en-us,2020-04-03,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,vvG1iZ4wUwTxNB,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-07-2020/event/0B00572DB2FE28FA,en-us,2020-04-07,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
New York Yankees v. Houston Astros,event,G5vVZ4U9eK3Gh,https://www.ticketmaster.com/new-york-yankees-v-houston-astros-bronx-new-york-09-21-2020/event/1D005765C24D231B,en-us,2020-09-21,onsale,Sports,Baseball,MLB,Group,Team,standard,USD,25.0,510.0,Yankee Stadium,venue,America/New_York,Bronx,United States Of America,US,23.180343069077423,472.8789986091794
Hamilton (Touring),event,vvG1iZ4wUSFw0B,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-12-2020/event/0B00572DB323293A,en-us,2020-04-12,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
New York Yankees v. Kansas City Royals,event,G5vVZ4U9eux1Z,https://www.ticketmaster.com/new-york-yankees-v-kansas-city-bronx-new-york-06-10-2020/event/1D005765C2362280,en-us,2020-06-10,onsale,Sports,Baseball,MLB,Group,Team,standard,USD,25.0,510.0,Yankee Stadium,venue,America/New_York,Bronx,United States Of America,US,23.180343069077423,472.8789986091794
Hamilton (Touring),event,vvG1iZ4wUSAe0Y,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-11-2020/event/0B00572DB3142930,en-us,2020-04-11,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUS8wPl,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-18-2020/event/0B00572DB343296B,en-us,2020-04-18,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSixIu,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-09-2020/event/0B00572DB3B22A0D,en-us,2020-05-09,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUV4elN,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-06-06-2020/event/0B00572DB4542AE3,en-us,2020-06-06,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,G5dIZpkR6X7wZ,https://www.ticketmaster.com/hamilton-touring-houston-texas-07-05-2020/event/3A00586BC7F84C80,en-us,2020-07-05,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,74.0,394.0,Hobby Center,venue,America/Chicago,Houston,United States Of America,US,68.61381548446917,365.3222067686602
Hamilton (Touring),event,vvG1iZ4wUSY3Ih,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-10-2020/event/0B00572DB3C12A1B,en-us,2020-05-10,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSJ3EU,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-03-2020/event/0B00572DB39929F6,en-us,2020-05-03,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUS2xPp,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-18-2020/event/0B00572DB33E2956,en-us,2020-04-18,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUScwI2,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-09-2020/event/0B00572DB3B72A0F,en-us,2020-05-09,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSb3JB,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-25-2020/event/0B00572DB36129BA,en-us,2020-04-25,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSZwNH,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-08-2020/event/0B00572DB30328FC,en-us,2020-04-08,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
Hamilton (Touring),event,vvG1iZ4wUSNwEI,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-02-2020/event/0B00572DB38F29E8,en-us,2020-05-02,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
New York Yankees v. Minnesota Twins,event,G5vVZ4U9eGxat,https://www.ticketmaster.com/new-york-yankees-v-minnesota-twins-bronx-new-york-05-26-2020/event/1D005765C2322269,en-us,2020-05-26,onsale,Sports,Baseball,MLB,Group,Team,standard,USD,25.0,510.0,Yankee Stadium,venue,America/New_York,Bronx,United States Of America,US,23.180343069077423,472.8789986091794
Hamilton (Touring),event,vvG1iZ4wUVjelD,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-06-12-2020/event/0B00572DB4702AFB,en-us,2020-06-12,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,vvG1iZ4wUSeeNT,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-09-2020/event/0B00572DB30828FF,en-us,2020-04-09,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
Hamilton (Touring),event,vvG1iZ4wUSxxEJ,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-02-2020/event/0B00572DB38A29E6,en-us,2020-05-02,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSdx0t,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-10-2020/event/0B00572DB30E2929,en-us,2020-04-10,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,vvG1iZ4wUV1xnf,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-30-2020/event/0B00572DB42A2A94,en-us,2020-05-30,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUwHwNm,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-05-2020/event/0B00572DB2F328EE,en-us,2020-04-05,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,G5dIZpkRFQ7gr,https://www.ticketmaster.com/hamilton-touring-houston-texas-08-08-2020/event/3A00586BC8684D5E,en-us,2020-08-08,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,74.0,394.0,Hobby Center,venue,America/Chicago,Houston,United States Of America,US,68.61381548446917,365.3222067686602
Hamilton (Touring),event,vvG1iZ4wUVpxlP,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-06-07-2020/event/0B00572DB45A2AE5,en-us,2020-06-07,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSheE7,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-26-2020/event/0B00572DB36C29C4,en-us,2020-04-26,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,vvG1iZ4wUVvwtY,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-23-2020/event/0B00572DB4072A70,en-us,2020-05-23,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSMwIM,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-16-2020/event/0B00572DB3DF2A37,en-us,2020-05-16,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,G5dIZpkR6WfsM,https://www.ticketmaster.com/hamilton-touring-houston-texas-07-03-2020/event/3A00586BC7F54C77,en-us,2020-07-03,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,74.0,394.0,Hobby Center,venue,America/Chicago,Houston,United States Of America,US,68.61381548446917,365.3222067686602
Hamilton (Touring),event,vvG1iZ4wUS6w0U,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-12-2020/event/0B00572DB31F2936,en-us,2020-04-12,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton,event,Z7r9jZ1AeJk7I,http://www.ticketsnow.com/InventoryBrowse/TicketList.aspx?PID=2986128,en-us,2020-08-05,rescheduled,Arts & Theatre,Theatre,Musical,,,,,,,Fox Theatre - Atlanta,venue,America/New_York,Atlanta,United States Of America,US,,
Hamilton (Touring),event,vvG1iZ4wUSqxEF,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-28-2020/event/0B00572DB37629C8,en-us,2020-04-28,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
Hamilton (Touring),event,vvG1iZ4wUSfxJn,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-22-2020/event/0B00572DB35229AA,en-us,2020-04-22,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
Hamilton,event,Z7r9jZ1AeOZu4,http://www.ticketsnow.com/InventoryBrowse/TicketList.aspx?PID=2800355,en-us,2020-08-13,rescheduled,Arts & Theatre,Theatre,Musical,,,,,,,Fox Theatre - Atlanta,venue,America/New_York,Atlanta,United States Of America,US,,
Hamilton (Touring),event,vvG1iZ4wUSUxIg,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-16-2020/event/0B00572DB3DA2A35,en-us,2020-05-16,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUS5wPk,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-15-2020/event/0B00572DB32F2946,en-us,2020-04-15,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
Hamilton (Touring),event,vvG1iZ4wUSB3IX,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-17-2020/event/0B00572DB3E92A3E,en-us,2020-05-17,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUVu3le,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-31-2020/event/0B00572DB4352AC2,en-us,2020-05-31,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUS9eJU,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-24-2020/event/0B00572DB35C29B6,en-us,2020-04-24,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,vvG1iZ4wUSl3IF,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-08-2020/event/0B00572DB3AD2A08,en-us,2020-05-08,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,G5dIZpkR6B0sh,https://www.ticketmaster.com/hamilton-touring-houston-texas-07-01-2020/event/3A00586BC7EA4C5B,en-us,2020-07-01,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,74.0,394.0,Hobby Center,venue,America/Chicago,Houston,United States Of America,US,68.61381548446917,365.3222067686602
Hamilton (Touring),event,vvG1iZ4wUS130H,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-14-2020/event/0B00572DB329293C,en-us,2020-04-14,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
Hamilton (Touring),event,vvG1iZ4wUVKxlL,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-06-06-2020/event/0B00572DB44E2ADF,en-us,2020-06-06,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUSExEz,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-05-2020/event/0B00572DB39E29F8,en-us,2020-05-05,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,450.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,417.2461752433936
Hamilton (Touring),event,vvG1iZ4wUVdetS,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-24-2020/event/0B00572DB40C2A73,en-us,2020-05-24,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUVrxiA,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-06-13-2020/event/0B00572DB47A2B05,en-us,2020-06-13,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUV-ei1,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-06-14-2020/event/0B00572DB4842B0A,en-us,2020-06-14,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUVa3n5,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-30-2020/event/0B00572DB4252A8B,en-us,2020-05-30,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
Hamilton (Touring),event,vvG1iZ4wUS-3E0,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-01-2020/event/0B00572DB38529E4,en-us,2020-05-01,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,vvG1iZ4wUSCeP3,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-04-17-2020/event/0B00572DB3382952,en-us,2020-04-17,cancelled,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,475.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,440.42651831247105
Hamilton (Touring),event,vvG1iZ4wUVZxtm,https://www.ticketmaster.com/hamilton-touring-los-angeles-california-05-23-2020/event/0B00572DB4022A6E,en-us,2020-05-23,onsale,Arts & Theatre,Theatre,Musical,Undefined,Undefined,standard,USD,55.0,495.0,Hollywood Pantages Theatre,venue,America/Los_Angeles,Los Angeles,United States Of America,US,50.99675475197033,458.970792767733
